"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5"
"ENSG00000102226.10",2722,3017,6606,7632,3491,3865,1813,4318,6382,6064
"ENSG00000102230.14",98,19,5,15,924,76,1,106,115,116
"ENSG00000102239.5",0,2,0,0,4,0,0,1,0,5
"ENSG00000102241.12",8463,7240,13830,6578,9083,4102,2747,4334,6019,5073
"ENSG00000102243.13",150,0,0,0,3566,346,5,308,891,1173
"ENSG00000102245.8",20,13,9,3,62,50,14,64,61,45
"ENSG00000102265.12",11435,20160,11850,27227,6524,4344,1628,3609,14237,24495
"ENSG00000102271.14",124,35,88,27,23,42,23,5,290,40
"ENSG00000102287.19",643,3799,2576,49,411,2699,3404,800,483,633
"ENSG00000102290.22",272,0,2,0,60,40,5,26,47,8
"ENSG00000102302.8",549,371,1884,485,1085,281,108,405,461,255
"ENSG00000102309.15",1545,1900,2179,1392,997,601,568,847,992,1298
"ENSG00000102312.23",616,1130,1188,427,181,442,267,463,762,775
"ENSG00000102313.9",944,830,403,136,66,96,1,294,184,97
"ENSG00000102316.17",42047,89909,91684,96720,10316,10920,3869,28125,24109,45365
"ENSG00000102317.18",13549,27391,24489,33761,4205,9296,10216,8606,18799,18430
"ENSG00000102349.18",906,678,428,204,752,1851,1245,1392,1157,776
"ENSG00000102359.8",1638,855,607,2325,2255,2018,1106,453,1622,2210
"ENSG00000102362.15",594,608,5345,434,324,962,516,731,1128,396
"ENSG00000102383.14",532,65,47,13,516,237,93,291,332,206
"ENSG00000102384.13",146,788,611,258,1320,51,31,34,61,25
"ENSG00000102385.12",132,87,70,82,59,5,14,2,4,8
"ENSG00000102387.16",5,8,4,2,4,2,0,14,0,8
"ENSG00000102390.11",3852,2344,1877,1907,2428,914,562,901,1600,1994
"ENSG00000102393.14",964,2828,1539,1901,1378,2911,326,886,2355,3727
"ENSG00000102401.20",5776,13732,781,2310,3412,4589,2045,3660,4366,3839
"ENSG00000102409.10",3482,6023,1083,380,2640,2527,1331,3059,3041,5286
"ENSG00000102445.20",614,180,269,170,347,457,25,475,201,371
"ENSG00000102452.18",468,124,135,32,21,458,25,522,169,193
"ENSG00000102466.16",142,38,45,66,15,101,83,122,169,210
"ENSG00000102468.11",21,4,6,1,5,147,1,76,85,168
"ENSG00000102471.14",2982,1879,2291,1036,1685,1512,1068,1505,2245,1305
"ENSG00000102524.11",441,428,369,173,1202,215,58,208,357,313
"ENSG00000102531.16",5014,4848,3126,1132,4070,4466,2260,4129,4569,2605
"ENSG00000102539.5",2,2,2,0,17,9,1,3,8,3
"ENSG00000102543.14",547,462,568,496,250,552,547,571,551,538
"ENSG00000102547.19",3615,1393,5695,4366,581,4033,788,5221,5973,4306
"ENSG00000102554.14",1285,5715,89,411,6808,2031,266,3715,2550,1466
"ENSG00000102572.15",3529,3826,2611,1138,15659,3520,3636,2750,3667,2003
"ENSG00000102575.13",8481,4563,3305,12371,6233,1643,310,2678,2439,3396
"ENSG00000102580.15",12521,5630,5005,3982,6692,4938,2096,5006,7868,4014
"ENSG00000102595.20",2763,1748,581,1102,3776,1225,741,996,1383,1078
"ENSG00000102606.18",3662,3219,2999,1826,7296,4115,4290,2710,4364,2466
"ENSG00000102678.7",18,1,32,0,13,18,25,53,33,43
"ENSG00000102683.8",494,11,7,10,2,201,911,28,86,168
"ENSG00000102699.6",4197,4776,2516,950,5155,4423,2064,3059,5459,3314
"ENSG00000102710.20",2743,3720,1661,852,2976,1974,917,2344,1785,1567
"ENSG00000102738.8",941,933,873,580,742,1147,676,1004,1381,1399
"ENSG00000102743.15",947,1496,1267,1221,1531,590,174,689,438,682
"ENSG00000102753.10",5175,4185,1932,1422,5857,2386,1832,1759,2956,1423
"ENSG00000102755.12",12503,2798,5304,828,2306,4073,4412,1454,3789,947
"ENSG00000102760.13",2625,525,325,1285,682,2817,2237,1350,3938,2985
"ENSG00000102763.18",4329,3839,2807,681,1085,2559,1789,2373,2033,1005
"ENSG00000102780.17",1664,1802,518,84,1904,1558,408,1090,826,422
"ENSG00000102781.14",892,944,1981,341,1243,1348,1387,824,1340,695
"ENSG00000102786.15",3973,4085,2686,1010,2825,2023,1388,1802,2038,1153
"ENSG00000102794.10",1,0,0,0,19,0,0,0,0,0
"ENSG00000102796.11",250,245,195,268,158,363,360,228,356,760
"ENSG00000102802.10",261,166,178,100,327,1532,1561,66,7343,1002
"ENSG00000102804.15",16073,9405,14623,7220,9763,21129,12095,21303,29095,22211
"ENSG00000102805.16",533,290,611,514,241,594,279,551,629,528
"ENSG00000102837.7",4,7,0,1,7,24873,101,977,919,2231
"ENSG00000102854.16",185,6,1,10,13251,64,15,37,175,457
"ENSG00000102858.13",5346,10888,3427,9307,5209,3112,2262,3387,3712,4668
"ENSG00000102870.6",3777,4974,1910,3739,3189,2620,968,2801,2756,2749
"ENSG00000102871.16",755,702,414,1757,867,678,567,807,1152,2024
"ENSG00000102878.17",223,415,90,1963,135,627,183,405,194,811
"ENSG00000102879.16",1322,1145,294,1565,2121,1023,342,1464,1349,3484
"ENSG00000102882.12",6862,7567,3690,14105,3495,4434,3196,3757,5887,7592
"ENSG00000102886.15",3320,148,30,1636,76,186,105,132,85,231
"ENSG00000102890.16",2661,2724,1908,7098,1376,1002,57,1663,1703,3304
"ENSG00000102891.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000102893.16",10931,6856,8933,3390,2820,4503,2929,4618,5656,3683
"ENSG00000102897.10",2790,2426,3149,437,956,1767,1823,1319,1672,2200
"ENSG00000102898.12",4891,5398,5117,10183,5051,2441,1935,2780,4430,6186
"ENSG00000102900.13",3211,3705,3363,3391,7443,1322,861,1770,2400,2342
"ENSG00000102901.13",482,831,630,1979,709,1044,651,876,913,1884
"ENSG00000102904.15",46,173,80,89,24,103,20,102,83,188
"ENSG00000102908.22",3266,2887,5280,157,2489,3436,1353,3629,1719,431
"ENSG00000102910.14",12984,29677,14375,3304,3941,6100,3706,6595,5792,4165
"ENSG00000102921.8",3746,3915,4313,1427,4338,3305,1899,3580,3429,2818
"ENSG00000102924.12",23,83,127,15,1,230,250,12,35,80
"ENSG00000102931.8",9,10,2,16,20,3,15,6,28,9
"ENSG00000102934.10",212,869,257,1156,150,678,179,1031,1207,1109
"ENSG00000102935.12",648,225,521,149,124,678,752,553,2098,646
"ENSG00000102962.5",294,142,60,256,379,161,5,209,284,220
"ENSG00000102967.12",745,628,689,1116,389,693,868,732,631,860
"ENSG00000102970.11",18,31,9,10,67,11,1,9,50,18
"ENSG00000102974.16",5874,6610,5949,3124,4818,3326,1794,4453,4863,2627
"ENSG00000102977.17",560,905,1084,2452,1250,733,424,982,1226,2220
"ENSG00000102978.13",4609,3801,4312,4409,2580,2365,2295,2866,4118,3789
"ENSG00000102981.10",291,220,403,1160,302,155,65,188,362,597
"ENSG00000102984.15",269,231,476,172,168,102,86,226,149,186
"ENSG00000102996.5",1893,6573,646,7823,3167,1037,1460,920,1207,1495
"ENSG00000103005.12",2276,2711,1779,1166,4335,1529,1018,1898,2657,2749
"ENSG00000103018.17",5222,3786,4631,4554,2636,2426,2694,2637,3749,3941
"ENSG00000103021.9",1407,1901,1324,156,529,553,154,506,788,623
"ENSG00000103023.12",0,2,0,0,6,0,1,0,0,2
"ENSG00000103024.7",2740,2699,1205,34188,1000,999,1057,1276,1525,4272
"ENSG00000103034.14",1015,178,363,326,1127,505,7672,267,503,592
"ENSG00000103035.11",2620,1119,1237,1855,1868,944,724,668,1498,1139
"ENSG00000103037.12",1211,817,1289,875,1262,929,400,807,770,655
"ENSG00000103042.9",1533,1652,2180,1486,2115,829,372,653,863,980
"ENSG00000103043.15",3113,2406,2283,3593,2909,1928,1037,2168,2574,3260
"ENSG00000103044.11",180,41,169,36,405,6190,73,818,5152,4810
"ENSG00000103047.8",1243,343,809,514,395,786,461,816,1058,718
"ENSG00000103051.20",4632,3241,3238,3057,3042,2494,2236,2671,3128,4003
"ENSG00000103056.12",198,764,3370,399,93,451,128,489,485,350
"ENSG00000103061.13",243,239,227,186,227,247,198,208,194,164
"ENSG00000103064.15",570,586,344,213,584,574,1569,154,275,178
"ENSG00000103066.13",1671,1597,923,2157,1042,774,461,754,1004,1702
"ENSG00000103067.14",4897,5218,5896,3940,2099,1680,75,2739,1916,1917
"ENSG00000103089.9",1202,273,180,426,139,201,3,276,169,268
"ENSG00000103091.15",1701,2240,2349,1351,1866,1799,1155,2077,2290,2147
"ENSG00000103111.15",3365,2998,3108,1902,2669,2368,1382,2287,2716,1958
"ENSG00000103121.9",456,484,825,500,451,306,192,228,380,449
"ENSG00000103126.15",2402,3614,1159,5373,5066,1669,1152,1940,2334,3125
"ENSG00000103145.11",4020,4248,1209,12737,1770,1275,738,1088,3244,4543
"ENSG00000103148.17",2904,4881,2852,8321,4880,1761,2267,2115,2453,3538
"ENSG00000103150.7",1099,851,1337,489,494,965,1919,984,907,1331
"ENSG00000103152.12",816,1180,357,3553,700,536,558,651,904,1760
"ENSG00000103154.9",32,15,44,10,30,7,10,5,6,55
"ENSG00000103160.12",2522,3188,6529,923,1921,1123,966,2115,1752,1881
"ENSG00000103168.17",881,1675,809,1171,1490,1575,936,1491,1341,2400
"ENSG00000103174.13",383,505,400,1245,675,592,387,493,588,931
"ENSG00000103175.11",241,124,102,437,111,39,53,19,120,58
"ENSG00000103184.12",58,16,239,0,287,34,29,27,127,48
"ENSG00000103187.8",2525,3159,3596,4084,19026,3506,1046,2668,5142,6305
"ENSG00000103194.16",5094,6360,8779,1556,6397,3116,1840,3910,4649,3319
"ENSG00000103196.12",5004,3453,934,1122,2452,3497,2688,662,13349,2006
"ENSG00000103197.18",5550,7298,3580,6624,4514,4716,2791,5131,5229,5682
"ENSG00000103199.14",905,1583,731,2264,825,675,356,922,604,1085
"ENSG00000103200.6",0,0,0,0,0,0,0,0,0,2
"ENSG00000103202.13",8320,11505,2453,39632,6140,2870,2739,2835,3172,5847
"ENSG00000103222.20",8117,8459,3212,3036,6298,3020,837,1811,3678,1946
"ENSG00000103226.19",1025,473,630,42,762,483,36,202,261,82
"ENSG00000103227.19",916,1615,458,4833,611,635,460,871,1319,1420
"ENSG00000103241.7",79,25,19,72,144,12,46,5,106,20
"ENSG00000103245.14",1316,1743,515,8270,890,1062,526,1016,874,2446
"ENSG00000103248.19",911,1000,969,441,859,841,493,978,873,1220
"ENSG00000103249.18",3995,4716,2403,4563,3024,2208,1080,1930,2771,2636
"ENSG00000103253.19",1186,399,152,19091,467,111,19,28,61,223
"ENSG00000103254.10",496,612,112,10799,588,238,202,218,304,941
"ENSG00000103257.9",10355,3962,4231,1832,15658,1448,85,873,2735,1286
"ENSG00000103260.9",6841,2596,1043,36781,60,731,265,550,827,2255
"ENSG00000103264.18",1691,1600,2149,1177,1234,2163,2887,1764,2331,3047
"ENSG00000103266.11",3051,985,363,9601,1245,734,1136,786,1191,2640
"ENSG00000103269.14",614,130,70,429,34,42,10,42,43,96
"ENSG00000103274.11",785,867,360,705,347,422,270,429,638,625
"ENSG00000103275.21",5114,5278,2151,12740,5356,3013,2417,2964,4778,6162
"ENSG00000103310.11",1,1,0,0,0,3,0,1,1,3
"ENSG00000103313.13",8,36,20,11,139,10,9,13,26,39
"ENSG00000103316.12",37,1526,5,34,10,41,20,41,41,76
"ENSG00000103319.12",4675,6990,1915,1735,4544,6059,3013,3604,3026,2896
"ENSG00000103326.12",1119,2361,345,3019,3182,1254,608,847,1629,1576
"ENSG00000103335.22",7567,6682,1885,3360,8360,7214,9248,3721,7670,6365
"ENSG00000103342.13",30502,8974,18057,11795,13001,9133,4620,7170,9620,7214
"ENSG00000103343.13",899,1283,679,804,428,423,270,517,370,518
"ENSG00000103351.13",1841,1664,1609,1981,1419,941,542,1245,1277,1266
"ENSG00000103353.16",8831,7326,7126,3905,7732,3973,1523,2982,3078,2593
"ENSG00000103355.13",2,2,1,1,257,1,1,0,3,2
"ENSG00000103356.18",4849,4869,2670,2870,2452,1946,701,1757,1419,1241
"ENSG00000103363.15",6587,11174,4916,40716,5049,2938,4378,3530,4632,10240
"ENSG00000103365.15",6005,7496,7646,4440,8438,7032,1614,6384,7244,5759
"ENSG00000103375.11",2,0,0,8,2,1,2,5,0,11
"ENSG00000103381.12",3800,2159,1836,2812,2751,1397,819,1162,1757,1132
"ENSG00000103404.14",1751,1333,2463,901,5800,2389,632,1721,1492,715
"ENSG00000103415.12",3218,4459,1890,7671,2810,1550,2130,1602,2121,3394
"ENSG00000103423.14",6188,5979,3656,5451,4176,2360,2332,2381,2457,2855
"ENSG00000103426.12",0,0,0,0,0,0,0,0,0,0
"ENSG00000103429.11",4058,6868,3818,3586,4493,3074,3087,2568,3222,3094
"ENSG00000103449.12",74,73,12,63,47,135,6,45,176,152
"ENSG00000103460.17",1659,4112,2430,205,0,221,754,740,886,430
"ENSG00000103472.10",5,4,0,6,2,0,2,2,0,1
"ENSG00000103479.16",7042,4787,8738,1224,2848,4402,4680,4617,4313,1838
"ENSG00000103485.19",2962,4824,898,8151,1034,230,106,452,466,1209
"ENSG00000103489.12",2568,1011,4008,873,1378,2134,1412,791,1694,755
"ENSG00000103490.14",883,6803,246,1467,1068,505,164,530,842,1475
"ENSG00000103494.15",1617,1629,1755,579,814,452,107,504,514,356
"ENSG00000103495.14",1709,1379,767,2029,1790,580,375,417,803,499
"ENSG00000103496.15",2335,2806,900,4650,1182,1963,1249,1597,2436,3394
"ENSG00000103502.14",4132,6789,5295,11125,3228,3995,3700,3913,5241,8320
"ENSG00000103507.14",5272,5375,2282,8361,3827,2384,1612,2480,3072,4593
"ENSG00000103510.20",2401,4450,1868,2263,2054,2513,1400,2192,2457,3584
"ENSG00000103512.15",4632,4225,4043,2437,3948,1988,778,1788,2650,2217
"ENSG00000103522.16",82,125,66,35,385,20,11,57,26,32
"ENSG00000103528.17",1569,2532,1381,1996,291,568,290,367,323,571
"ENSG00000103534.17",6455,9619,53,126,81,3615,49,2098,2379,1283
"ENSG00000103540.16",4242,4048,2638,891,3273,2455,681,1693,1552,957
"ENSG00000103544.15",5541,6265,5312,2998,1142,3202,1817,2687,3502,2964
"ENSG00000103546.18",2,0,0,0,555,57,134,61,124,64
"ENSG00000103549.22",6529,5587,2369,3205,4642,3693,1763,3415,4073,2671
"ENSG00000103550.14",2106,2264,1230,1652,2196,942,277,781,511,756
"ENSG00000103569.10",323,16,8,74,1978,71,29,33,29,98
"ENSG00000103591.13",8325,8205,7714,6734,3132,2402,652,2889,3666,3351
"ENSG00000103599.20",217,328,543,87,151,118,17,230,236,172
"ENSG00000103642.12",2372,1297,1111,1864,1274,576,495,654,900,963
"ENSG00000103647.13",172,48,118,41,63,527,899,225,1322,625
"ENSG00000103653.16",2611,3903,1892,4954,5147,2125,1069,2788,2741,4414
"ENSG00000103657.14",8431,8530,5764,1225,4287,6689,3944,5380,5813,2835
"ENSG00000103671.10",1648,2394,1640,1287,1208,1219,1147,1208,1954,1618
"ENSG00000103707.10",584,730,602,906,452,476,305,408,558,839
"ENSG00000103710.11",555,1061,366,301,519,1039,391,498,1859,1429
"ENSG00000103723.16",522,517,4131,7,840,435,43,371,366,695
"ENSG00000103740.10",15,9,8,16,3,28,5,10,29,5
"ENSG00000103742.12",639,93,154,93,250,107,70,106,210,122
"ENSG00000103769.10",20450,18695,22856,9986,6665,7734,4664,8352,11163,8222
"ENSG00000103811.18",4518,10560,6148,11340,4216,4489,1470,5063,7371,8532
"ENSG00000103832.10",1,1,2,2,0,0,0,0,0,0
"ENSG00000103852.13",1217,1333,351,387,527,1298,660,1481,1563,1180
"ENSG00000103855.18",7874,9693,3987,14949,7716,2914,1801,2236,4964,4470
"ENSG00000103876.13",5097,8238,3809,3811,990,4164,11669,2658,2258,4240
"ENSG00000103888.17",5266,2437,728,845,1022,70,21,97,126,92
"ENSG00000103932.12",4997,1862,2046,1136,2233,1791,1413,1932,1615,1295
"ENSG00000103942.13",2284,3387,8530,2077,1086,3453,139,3291,3499,2966
"ENSG00000103966.11",10775,3626,2835,3299,4856,3510,2126,2828,5556,3976
"ENSG00000103978.16",31830,6722,6922,4693,3471,4766,1983,6445,6824,4014
"ENSG00000103994.18",20573,5514,7878,1306,6847,9030,8081,5078,6691,2823
"ENSG00000103995.14",149,284,312,170,646,311,233,322,256,103
"ENSG00000104043.15",293,231,329,58,331,497,315,197,291,261
"ENSG00000104044.16",3,1,3,2,1437,30,6,80,91,39
"ENSG00000104047.15",1739,1104,2213,743,672,1464,1041,1373,1295,1245
"ENSG00000104055.16",1,17,4,3,32,131,5,77,84,131
"ENSG00000104059.4",2113,42,15,52,142,20,12,29,10,20
"ENSG00000104064.18",1604,1992,2161,711,1641,676,489,930,1066,785
"ENSG00000104067.17",12034,9716,5768,1108,10585,6603,4778,4795,6634,2775
"ENSG00000104081.14",1197,1649,2443,1242,1396,606,352,1179,351,740
"ENSG00000104093.14",1597,2834,1279,220,3190,1108,646,747,530,299
"ENSG00000104112.9",9,4,5597,0,151,8,124,2,27,13
"ENSG00000104129.10",1868,740,355,2037,216,665,432,842,850,1482
"ENSG00000104131.13",4730,4805,6415,2704,4754,3486,2020,2927,3861,3115
"ENSG00000104133.15",7225,7086,8582,1460,2104,4967,2295,4891,4756,2276
"ENSG00000104140.7",17424,1474,722,7027,1806,1744,4,1927,3119,5085
"ENSG00000104142.11",9772,2355,2006,4565,1757,1613,894,1957,2338,2972
"ENSG00000104147.9",51,37,37,54,109,3,2,12,17,11
"ENSG00000104154.7",716,588,1404,175,638,550,491,345,629,314
"ENSG00000104164.12",3299,3513,4138,2240,3220,2836,2841,2508,3528,2401
"ENSG00000104177.18",1858,3418,4432,1222,1588,715,419,738,527,525
"ENSG00000104205.16",188,481,1170,750,1001,3130,240,1397,1502,1201
"ENSG00000104213.13",3627,2299,151,1916,1108,1467,2301,329,6600,3728
"ENSG00000104218.16",722,1530,2579,626,2328,1272,379,1180,988,598
"ENSG00000104219.13",779,280,1396,167,1274,1381,1103,1417,1797,1314
"ENSG00000104221.13",263,455,2469,891,1443,273,325,313,201,327
"ENSG00000104228.13",868,1329,623,851,1078,1042,1360,1051,1533,1033
"ENSG00000104231.11",2694,1343,3281,1731,3130,2316,1718,1758,1978,1573
"ENSG00000104237.11",21,16,1019,125,431,474,14,15,91,22
"ENSG00000104267.10",2186,5266,2242,320,748,347,428,874,1882,1329
"ENSG00000104290.11",1374,2232,264,775,667,1191,79,1206,1500,1045
"ENSG00000104299.15",765,2251,951,1641,1119,726,471,992,1248,1242
"ENSG00000104312.8",1951,1570,1394,1133,4662,1084,316,699,1001,877
"ENSG00000104313.20",14,12,1019,16,15,36,439,30,15,29
"ENSG00000104320.14",4862,7685,6659,2589,10455,4896,2402,3831,4237,1965
"ENSG00000104321.11",50,11,3047,2,102,2,2,0,2,1
"ENSG00000104324.16",2050,2849,3019,666,2072,2772,1814,2142,5698,3955
"ENSG00000104325.7",4184,4761,4366,1601,2372,2918,5085,2382,3185,3708
"ENSG00000104327.7",9,10,434,0,3,17,7,3,4,2
"ENSG00000104331.9",16053,10557,20638,6185,13675,5498,3601,4464,6701,3862
"ENSG00000104332.12",273,58,553,50,17972,38018,3860,69929,60241,43165
"ENSG00000104341.17",3006,9019,19402,590,18709,4290,922,3891,7534,6539
"ENSG00000104343.21",3540,2742,6361,1851,2923,1209,1507,1428,1537,1319
"ENSG00000104356.11",426,1035,751,696,1765,344,160,295,367,284
"ENSG00000104361.10",2772,7400,4695,162,733,2674,576,1720,2908,1668
"ENSG00000104365.16",2633,10139,28674,8057,4045,4227,1439,4010,4124,4225
"ENSG00000104368.19",3585,2632,1522,4053,1801,5576,2529,9247,18476,20638
"ENSG00000104369.5",173,227,382,836,1904,171,26,172,186,92
"ENSG00000104371.5",2,4,19,1,2,9,11,7,23,27
"ENSG00000104375.17",3676,3352,3633,1078,4325,1531,840,1494,2042,1177
"ENSG00000104381.14",755,1216,10677,10804,1597,705,263,855,1027,837
"ENSG00000104388.15",19401,16095,23666,11368,13093,6837,6346,5978,7986,6523
"ENSG00000104408.11",22178,17810,22270,10327,32458,18772,18103,17144,22019,21020
"ENSG00000104412.8",3405,2582,5915,2019,3265,1748,1668,1570,1918,1810
"ENSG00000104413.18",10890,14088,12653,7301,18737,3791,7,4227,3554,2908
"ENSG00000104415.14",5676,724,811,629,604,50,16,21,98,99
"ENSG00000104419.17",31597,2559,13828,8770,20434,16428,15828,7514,18752,14076
"ENSG00000104427.12",603,247,1778,154,587,608,532,839,697,597
"ENSG00000104432.14",51,17,31,10,123,87,13,81,110,64
"ENSG00000104435.14",463,76,240,91,39,112,126,115,110,58
"ENSG00000104442.10",3961,3757,4961,2212,4916,2035,1242,1924,2119,1308
"ENSG00000104447.13",49949,30682,148300,9717,55002,13031,1015,15373,12623,6801
"ENSG00000104450.13",873,1738,2603,594,1044,710,129,454,838,487
"ENSG00000104472.10",1485,1633,5131,1932,5237,2175,967,1348,1993,1920
"ENSG00000104490.18",1324,976,1549,697,221,7138,635,7317,9692,4817
"ENSG00000104497.14",673,927,853,304,1342,600,429,500,511,476
"ENSG00000104499.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000104517.13",10963,13116,16834,2251,18886,9585,3939,7178,6719,2721
"ENSG00000104518.11",1544,3616,1583,17776,4507,2660,1205,2576,2975,6593
"ENSG00000104522.16",3853,9300,1964,8884,9731,1719,1656,2200,3000,4719
"ENSG00000104524.14",1116,1538,1322,3132,1403,640,346,621,936,1957
"ENSG00000104529.17",3546,3588,2219,8737,5459,3620,3193,2921,4777,5213
"ENSG00000104537.17",25,5,5,4,2,24,1,62,19,84
"ENSG00000104549.12",2416,7211,12660,3297,5895,1323,128,1156,1084,1628
"ENSG00000104611.12",689,7704,61,343,1235,574,202,1080,902,636
"ENSG00000104613.12",2634,4185,1836,4594,2994,2442,2205,2733,3026,3049
"ENSG00000104626.15",1245,2465,655,906,1899,665,494,779,999,625
"ENSG00000104635.15",4657,4424,3823,3724,12974,4337,5696,2560,6404,2827
"ENSG00000104643.10",1114,1438,1525,884,932,880,594,793,1090,492
"ENSG00000104660.19",2494,4922,2978,4613,2879,1795,1160,1813,2625,2306
"ENSG00000104671.8",1037,1565,991,2033,549,858,898,679,1038,1265
"ENSG00000104679.12",1253,1557,964,6000,1152,1324,1208,1588,2267,3714
"ENSG00000104687.14",6721,10188,1770,7501,1605,1649,966,2008,1927,1587
"ENSG00000104689.10",699,865,499,764,1170,552,121,510,487,455
"ENSG00000104691.16",696,1202,548,1261,410,399,484,304,449,403
"ENSG00000104695.13",4532,7128,3381,4664,4588,4227,2821,3997,6617,5784
"ENSG00000104714.14",480,833,512,1285,839,1097,717,704,937,844
"ENSG00000104722.14",75,1,0,16,166,4,145,11,66,32
"ENSG00000104723.21",1926,4471,4577,4142,6070,2047,580,2128,4414,3762
"ENSG00000104728.16",17,155,20,19,75,92,14,47,28,25
"ENSG00000104731.14",1112,1081,1295,1734,1143,1361,905,1243,1303,1842
"ENSG00000104738.18",12952,6584,10984,11333,42556,2204,537,2262,2155,2480
"ENSG00000104755.15",2,0,0,3,0,10,1,4,0,1
"ENSG00000104756.16",1604,2331,1987,1211,4591,1799,1161,2387,4764,1680
"ENSG00000104760.17",54,2,2,12,0,3,0,13,3,5
"ENSG00000104763.20",16273,44128,41025,13190,7111,10590,12952,10492,14912,10892
"ENSG00000104765.16",14600,14151,4548,6997,6090,6706,21275,6891,7519,7066
"ENSG00000104774.13",3006,4715,2407,2459,6400,2076,1912,2474,3216,3174
"ENSG00000104783.14",698,338,73,210,4283,1927,78,3329,2399,5346
"ENSG00000104804.8",6,5,2,5,55,16,10,19,8,19
"ENSG00000104805.16",8947,16969,7829,14638,11038,10452,12366,9625,17230,20002
"ENSG00000104808.8",8,130,17,78,125,21,1,44,32,55
"ENSG00000104812.15",3588,5146,3096,2056,3012,2300,6552,2350,3164,3177
"ENSG00000104814.13",83,166,95,102,541,130,38,244,156,202
"ENSG00000104818.15",0,0,0,0,0,0,0,0,0,0
"ENSG00000104823.9",2939,4490,4158,9051,1428,3834,6019,4744,4746,9425
"ENSG00000104824.17",6743,12885,12582,6118,10113,5485,3266,5985,7386,7314
"ENSG00000104825.17",796,1107,334,1370,790,754,589,633,1006,1983
